surveyTargetID	surveyID	surveyTargetType	surveyTargetValue	includeOrExclude	isSurveyTargetFullyReported
P141.1A_taxon	P141.1A	taxon	Diptera	include	FALSE
P141.1A_taxon	P141.1A	taxon	Cicadomorpha	include	FALSE
P141.1A_taxon	P141.1A	taxon	Aphidoidea	include	FALSE
P141.1A_taxon	P141.1A	taxon	Coleoptera	include	FALSE
P141.1A_taxon	P141.1A	taxon	Staphylinidae	include	FALSE
P166.2A_taxon	P166.2A	taxon	Apocrita	include	FALSE
P166.2A_taxon	P166.2A	taxon	Thysanoptera	include	FALSE
P166.2A_taxon	P166.2A	taxon	Aphidoidea	include	FALSE
P166.2A_taxon	P166.2A	taxon	Staphylinidae	include	FALSE
P166.2A_taxon	P166.2A	taxon	Coleoptera	include	FALSE
P166.2A_taxon	P166.2A	taxon	Diptera	include	FALSE
P173.1A_taxon	P173.1A	taxon	Diptera	include	FALSE
P173.1A_taxon	P173.1A	taxon	Apocrita	include	FALSE
P173.1A_taxon	P173.1A	taxon	Cicadomorpha	include	FALSE
P173.1A_taxon	P173.1A	taxon	Aphidoidea	include	FALSE
P173.1A_taxon	P173.1A	taxon	Coleoptera	include	FALSE
P173.1A_taxon	P173.1A	taxon	Nematocera	include	FALSE
P173.1A_taxon	P173.1A	taxon	Thysanoptera	include	FALSE
P173.2A_taxon	P173.2A	taxon	Aphidoidea	include	FALSE
P173.2A_taxon	P173.2A	taxon	Cicadomorpha	include	FALSE
P173.2A_taxon	P173.2A	taxon	Heteroptera	include	FALSE
P173.2A_taxon	P173.2A	taxon	Staphylinidae	include	FALSE
P173.2A_taxon	P173.2A	taxon	Thysanoptera	include	FALSE
P188.1A_taxon	P188.1A	taxon	Aphidoidea	include	FALSE
P188.1A_taxon	P188.1A	taxon	Cicadomorpha	include	FALSE
P188.1A_taxon	P188.1A	taxon	Apocrita	include	FALSE
P188.1A_taxon	P188.1A	taxon	Thysanoptera	include	FALSE
P188.1A_taxon	P188.1A	taxon	Coleoptera	include	FALSE
P188.1A_taxon	P188.1A	taxon	Staphylinidae	include	FALSE
P44.2A_taxon	P44.2A	taxon	Apocrita	include	FALSE
P44.2A_taxon	P44.2A	taxon	Aphidoidea	include	FALSE
P44.2A_taxon	P44.2A	taxon	Coleoptera	include	FALSE
P44.2A_taxon	P44.2A	taxon	Staphylinidae	include	FALSE
P44.2A_taxon	P44.2A	taxon	Thysanoptera	include	FALSE
P52.1A_taxon	P52.1A	taxon	Apocrita	include	FALSE
P52.1A_taxon	P52.1A	taxon	Diptera	include	FALSE
P52.1A_taxon	P52.1A	taxon	Thysanoptera	include	FALSE
P58.1A_taxon	P58.1A	taxon	Staphylinidae	include	FALSE
P58.1A_taxon	P58.1A	taxon	Coleoptera	include	FALSE
P58.1A_taxon	P58.1A	taxon	Diptera	include	FALSE
P58.1A_taxon	P58.1A	taxon	Apocrita	include	FALSE
P58.1A_taxon	P58.1A	taxon	Aphidoidea	include	FALSE
P58.1A_taxon	P58.1A	taxon	Nematocera	include	FALSE
P84.1A_taxon	P84.1A	taxon	Coleoptera	include	FALSE
P84.1A_taxon	P84.1A	taxon	Thysanoptera	include	FALSE
P84.1A_taxon	P84.1A	taxon	Cicadomorpha	include	FALSE
P84.1A_taxon	P84.1A	taxon	Aphidoidea	include	FALSE
P84.1A_taxon	P84.1A	taxon	Diptera	include	FALSE
P84.1A_taxon	P84.1A	taxon	Apocrita	include	FALSE
P91.1A_taxon	P91.1A	taxon	Symphyta	include	FALSE
P91.1A_taxon	P91.1A	taxon	Diptera	include	FALSE
P91.1A_taxon	P91.1A	taxon	Aphidoidea	include	FALSE
P91.1A_taxon	P91.1A	taxon	Apocrita	include	FALSE
P91.1A_taxon	P91.1A	taxon	Coleoptera	include	FALSE
P91.1A_taxon	P91.1A	taxon	Thysanoptera	include	FALSE
P99.2A_taxon	P99.2A	taxon	Diptera	include	FALSE
P99.2A_taxon	P99.2A	taxon	Coleoptera	include	FALSE
P99.2A_taxon	P99.2A	taxon	Apocrita	include	FALSE
P99.2A_taxon	P99.2A	taxon	Aphidoidea	include	FALSE
P99.2A_taxon	P99.2A	taxon	Staphylinidae	include	FALSE
P99.2A_taxon	P99.2A	taxon	Cicadomorpha	include	FALSE
P116.1A_taxon	P116.1A	taxon	Heteroptera	include	FALSE
P116.1A_taxon	P116.1A	taxon	Aphidoidea	include	FALSE
P116.1A_taxon	P116.1A	taxon	Coleoptera	include	FALSE
P116.1A_taxon	P116.1A	taxon	Staphylinidae	include	FALSE
P116.1A_taxon	P116.1A	taxon	Apocrita	include	FALSE
P116.1A_taxon	P116.1A	taxon	Thysanoptera	include	FALSE
P121.1A_taxon	P121.1A	taxon	Aphidoidea	include	FALSE
P121.1A_taxon	P121.1A	taxon	Nematocera	include	FALSE
P121.1A_taxon	P121.1A	taxon	Coleoptera	include	FALSE
P164.2A_taxon	P164.2A	taxon	Diptera	include	FALSE
P164.2A_taxon	P164.2A	taxon	Apocrita	include	FALSE
P164.2A_taxon	P164.2A	taxon	Staphylinidae	include	FALSE
P164.2A_taxon	P164.2A	taxon	Thysanoptera	include	FALSE
P164.2A_taxon	P164.2A	taxon	Aphidoidea	include	FALSE
P4.2A_taxon	P4.2A	taxon	Apocrita	include	FALSE
P4.2A_taxon	P4.2A	taxon	Heteroptera	include	FALSE
P4.2A_taxon	P4.2A	taxon	Aphidoidea	include	FALSE
P4.2A_taxon	P4.2A	taxon	Coleoptera	include	FALSE
P4.2A_taxon	P4.2A	taxon	Diptera	include	FALSE
P4.2A_taxon	P4.2A	taxon	Thysanoptera	include	FALSE
P77.2A_taxon	P77.2A	taxon	Cicadomorpha	include	FALSE
P77.2A_taxon	P77.2A	taxon	Aphidoidea	include	FALSE
P77.2A_taxon	P77.2A	taxon	Staphylinidae	include	FALSE
P77.2A_taxon	P77.2A	taxon	Coleoptera	include	FALSE
P77.2A_taxon	P77.2A	taxon	Apocrita	include	FALSE
P80.2A_taxon	P80.2A	taxon	Thysanoptera	include	FALSE
P80.2A_taxon	P80.2A	taxon	Heteroptera	include	FALSE
P80.2A_taxon	P80.2A	taxon	Diptera	include	FALSE
P80.2A_taxon	P80.2A	taxon	Aphidoidea	include	FALSE
P80.2A_taxon	P80.2A	taxon	Cicadomorpha	include	FALSE
P80.2A_taxon	P80.2A	taxon	Coleoptera	include	FALSE
P85.1A_taxon	P85.1A	taxon	Diptera	include	FALSE
P85.1A_taxon	P85.1A	taxon	Aphidoidea	include	FALSE
P85.1A_taxon	P85.1A	taxon	Heteroptera	include	FALSE
P190.2A_taxon	P190.2A	taxon	Apocrita	include	FALSE
P190.2A_taxon	P190.2A	taxon	Staphylinidae	include	FALSE
P190.2A_taxon	P190.2A	taxon	Heteroptera	include	FALSE
P190.2A_taxon	P190.2A	taxon	Aphidoidea	include	FALSE
P41.2A_taxon	P41.2A	taxon	Aphidoidea	include	FALSE
P41.2A_taxon	P41.2A	taxon	Cicadomorpha	include	FALSE
P41.2A_taxon	P41.2A	taxon	Staphylinidae	include	FALSE
P41.2A_taxon	P41.2A	taxon	Thysanoptera	include	FALSE
P180.2A_taxon	P180.2A	taxon	Apocrita	include	FALSE
P180.2A_taxon	P180.2A	taxon	Nematocera	include	FALSE
P180.2A_taxon	P180.2A	taxon	Staphylinidae	include	FALSE
P180.2A_taxon	P180.2A	taxon	Coleoptera	include	FALSE
P180.2A_taxon	P180.2A	taxon	Aphidoidea	include	FALSE
P180.2A_taxon	P180.2A	taxon	Heteroptera	include	FALSE
P162.1A_taxon	P162.1A	taxon	Aphidoidea	include	FALSE
P162.1A_taxon	P162.1A	taxon	Staphylinidae	include	FALSE
P162.1A_taxon	P162.1A	taxon	Coleoptera	include	FALSE
P162.1A_taxon	P162.1A	taxon	Heteroptera	include	FALSE
P162.1A_taxon	P162.1A	taxon	Cicadomorpha	include	FALSE
P162.1A_taxon	P162.1A	taxon	Nematocera	include	FALSE
P162.1A_taxon	P162.1A	taxon	Thysanoptera	include	FALSE
P170.1A_taxon	P170.1A	taxon	Coleoptera	include	FALSE
P170.1A_taxon	P170.1A	taxon	Diptera	include	FALSE
P170.1A_taxon	P170.1A	taxon	Thysanoptera	include	FALSE
P170.1A_taxon	P170.1A	taxon	Staphylinidae	include	FALSE
P170.1A_taxon	P170.1A	taxon	Aphidoidea	include	FALSE
P170.1A_taxon	P170.1A	taxon	Apocrita	include	FALSE
P173.2B_taxon	P173.2B	taxon	Staphylinidae	include	FALSE
P173.2B_taxon	P173.2B	taxon	Coleoptera	include	FALSE
P173.2B_taxon	P173.2B	taxon	Diptera	include	FALSE
P173.2B_taxon	P173.2B	taxon	Nematocera	include	FALSE
P173.2B_taxon	P173.2B	taxon	Cicadomorpha	include	FALSE
P173.2B_taxon	P173.2B	taxon	Aphidoidea	include	FALSE
P173.2B_taxon	P173.2B	taxon	Apocrita	include	FALSE
P192.1A_taxon	P192.1A	taxon	Nematocera	include	FALSE
P192.1A_taxon	P192.1A	taxon	Diptera	include	FALSE
P192.1A_taxon	P192.1A	taxon	Staphylinidae	include	FALSE
P192.1A_taxon	P192.1A	taxon	Coleoptera	include	FALSE
P192.1A_taxon	P192.1A	taxon	Aphidoidea	include	FALSE
P192.1A_taxon	P192.1A	taxon	Thysanoptera	include	FALSE
P192.1B_taxon	P192.1B	taxon	Aphidoidea	include	FALSE
P192.1B_taxon	P192.1B	taxon	Staphylinidae	include	FALSE
P192.1B_taxon	P192.1B	taxon	Coleoptera	include	FALSE
P192.1B_taxon	P192.1B	taxon	Thysanoptera	include	FALSE
P192.1B_taxon	P192.1B	taxon	Apocrita	include	FALSE
P192.2A_taxon	P192.2A	taxon	Apocrita	include	FALSE
P192.2A_taxon	P192.2A	taxon	Aphidoidea	include	FALSE
P192.2A_taxon	P192.2A	taxon	Heteroptera	include	FALSE
P192.2A_taxon	P192.2A	taxon	Coleoptera	include	FALSE
P192.2B_taxon	P192.2B	taxon	Diptera	include	FALSE
P192.2B_taxon	P192.2B	taxon	Symphyta	include	FALSE
P192.2B_taxon	P192.2B	taxon	Apocrita	include	FALSE
P192.2B_taxon	P192.2B	taxon	Cicadomorpha	include	FALSE
P192.2B_taxon	P192.2B	taxon	Aphidoidea	include	FALSE
P192.2B_taxon	P192.2B	taxon	Thysanoptera	include	FALSE
P193.1A_taxon	P193.1A	taxon	Nematocera	include	FALSE
P193.1A_taxon	P193.1A	taxon	Diptera	include	FALSE
P193.1A_taxon	P193.1A	taxon	Coleoptera	include	FALSE
P193.1A_taxon	P193.1A	taxon	Staphylinidae	include	FALSE
P193.1A_taxon	P193.1A	taxon	Apocrita	include	FALSE
P193.1A_taxon	P193.1A	taxon	Aphidoidea	include	FALSE
P193.1A_taxon	P193.1A	taxon	Heteroptera	include	FALSE
P193.1B_taxon	P193.1B	taxon	Nematocera	include	FALSE
P193.1B_taxon	P193.1B	taxon	Diptera	include	FALSE
P193.1B_taxon	P193.1B	taxon	Staphylinidae	include	FALSE
P193.1B_taxon	P193.1B	taxon	Coleoptera	include	FALSE
P193.1B_taxon	P193.1B	taxon	Cicadomorpha	include	FALSE
P193.1B_taxon	P193.1B	taxon	Aphidoidea	include	FALSE
P193.1B_taxon	P193.1B	taxon	Thysanoptera	include	FALSE
P193.1B_taxon	P193.1B	taxon	Apocrita	include	FALSE
P193.2A_taxon	P193.2A	taxon	Heteroptera	include	FALSE
P193.2A_taxon	P193.2A	taxon	Cicadomorpha	include	FALSE
P193.2A_taxon	P193.2A	taxon	Aphidoidea	include	FALSE
P193.2A_taxon	P193.2A	taxon	Apocrita	include	FALSE
P193.2A_taxon	P193.2A	taxon	Nematocera	include	FALSE
P193.2A_taxon	P193.2A	taxon	Staphylinidae	include	FALSE
P193.2A_taxon	P193.2A	taxon	Coleoptera	include	FALSE
P193.2A_taxon	P193.2A	taxon	Diptera	include	FALSE
P22.2A_taxon	P22.2A	taxon	Heteroptera	include	FALSE
P22.2A_taxon	P22.2A	taxon	Apocrita	include	FALSE
P22.2A_taxon	P22.2A	taxon	Coleoptera	include	FALSE
P47.2A_taxon	P47.2A	taxon	Heteroptera	include	FALSE
P47.2A_taxon	P47.2A	taxon	Aphidoidea	include	FALSE
P47.2A_taxon	P47.2A	taxon	Diptera	include	FALSE
P47.2A_taxon	P47.2A	taxon	Apocrita	include	FALSE
P47.2A_taxon	P47.2A	taxon	Thysanoptera	include	FALSE
P47.2A_taxon	P47.2A	taxon	Nematocera	include	FALSE
P47.2A_taxon	P47.2A	taxon	Staphylinidae	include	FALSE
P47.2A_taxon	P47.2A	taxon	Coleoptera	include	FALSE
P72.1A_taxon	P72.1A	taxon	Thysanoptera	include	FALSE
P72.1A_taxon	P72.1A	taxon	Aphidoidea	include	FALSE
P72.1A_taxon	P72.1A	taxon	Coleoptera	include	FALSE
P72.1A_taxon	P72.1A	taxon	Diptera	include	FALSE
P72.1B_taxon	P72.1B	taxon	Staphylinidae	include	FALSE
P72.1B_taxon	P72.1B	taxon	Coleoptera	include	FALSE
P72.1B_taxon	P72.1B	taxon	Cicadomorpha	include	FALSE
P72.1B_taxon	P72.1B	taxon	Aphidoidea	include	FALSE
P72.1B_taxon	P72.1B	taxon	Nematocera	include	FALSE
P72.1B_taxon	P72.1B	taxon	Diptera	include	FALSE
P72.1B_taxon	P72.1B	taxon	Apocrita	include	FALSE
P91.2A_taxon	P91.2A	taxon	Apocrita	include	FALSE
P91.2A_taxon	P91.2A	taxon	Cicadomorpha	include	FALSE
P91.2A_taxon	P91.2A	taxon	Aphidoidea	include	FALSE
P91.2A_taxon	P91.2A	taxon	Thysanoptera	include	FALSE
P91.2A_taxon	P91.2A	taxon	Heteroptera	include	FALSE
P91.2A_taxon	P91.2A	taxon	Coleoptera	include	FALSE
P91.2A_taxon	P91.2A	taxon	Staphylinidae	include	FALSE
P99.1A_taxon	P99.1A	taxon	Diptera	include	FALSE
P99.1A_taxon	P99.1A	taxon	Aphidoidea	include	FALSE
P99.1A_taxon	P99.1A	taxon	Staphylinidae	include	FALSE
P99.1A_taxon	P99.1A	taxon	Coleoptera	include	FALSE
P135.1A_taxon	P135.1A	taxon	Coleoptera	include	FALSE
P135.1A_taxon	P135.1A	taxon	Apocrita	include	FALSE
P135.1A_taxon	P135.1A	taxon	Aphidoidea	include	FALSE
P135.1B_taxon	P135.1B	taxon	Diptera	include	FALSE
P135.1B_taxon	P135.1B	taxon	Cicadomorpha	include	FALSE
P135.1B_taxon	P135.1B	taxon	Coleoptera	include	FALSE
P135.1B_taxon	P135.1B	taxon	Staphylinidae	include	FALSE
P135.1B_taxon	P135.1B	taxon	Apocrita	include	FALSE
P135.1B_taxon	P135.1B	taxon	Aphidoidea	include	FALSE
P135.2A_taxon	P135.2A	taxon	Aphidoidea	include	FALSE
P135.2A_taxon	P135.2A	taxon	Diptera	include	FALSE
P135.2A_taxon	P135.2A	taxon	Apocrita	include	FALSE
P135.2B_taxon	P135.2B	taxon	Diptera	include	FALSE
P135.2B_taxon	P135.2B	taxon	Nematocera	include	FALSE
P135.2B_taxon	P135.2B	taxon	Coleoptera	include	FALSE
P135.2B_taxon	P135.2B	taxon	Staphylinidae	include	FALSE
P135.2B_taxon	P135.2B	taxon	Aphidoidea	include	FALSE
P156.1A_taxon	P156.1A	taxon	Diptera	include	FALSE
P156.1A_taxon	P156.1A	taxon	Aphidoidea	include	FALSE
P156.1A_taxon	P156.1A	taxon	Cicadomorpha	include	FALSE
P107.1B_taxon	P107.1B	taxon	Staphylinidae	include	FALSE
P107.1B_taxon	P107.1B	taxon	Coleoptera	include	FALSE
P107.1B_taxon	P107.1B	taxon	Symphyta	include	FALSE
P107.1B_taxon	P107.1B	taxon	Aphidoidea	include	FALSE
P107.1B_taxon	P107.1B	taxon	Cicadomorpha	include	FALSE
P107.1B_taxon	P107.1B	taxon	Diptera	include	FALSE
P107.2A_taxon	P107.2A	taxon	Diptera	include	FALSE
P107.2A_taxon	P107.2A	taxon	Apocrita	include	FALSE
P107.2A_taxon	P107.2A	taxon	Coleoptera	include	FALSE
P107.2A_taxon	P107.2A	taxon	Staphylinidae	include	FALSE
P107.2B_taxon	P107.2B	taxon	Diptera	include	FALSE
P107.2B_taxon	P107.2B	taxon	Staphylinidae	include	FALSE
P107.2B_taxon	P107.2B	taxon	Apocrita	include	FALSE
P108.1B_taxon	P108.1B	taxon	Coleoptera	include	FALSE
P108.1B_taxon	P108.1B	taxon	Staphylinidae	include	FALSE
P108.1B_taxon	P108.1B	taxon	Apocrita	include	FALSE
P123.2A_taxon	P123.2A	taxon	Staphylinidae	include	FALSE
P123.2A_taxon	P123.2A	taxon	Coleoptera	include	FALSE
P123.2A_taxon	P123.2A	taxon	Cicadomorpha	include	FALSE
P123.2A_taxon	P123.2A	taxon	Heteroptera	include	FALSE
P123.2A_taxon	P123.2A	taxon	Aphidoidea	include	FALSE
P123.2A_taxon	P123.2A	taxon	Apocrita	include	FALSE
P13.2B_taxon	P13.2B	taxon	Heteroptera	include	FALSE
P13.2B_taxon	P13.2B	taxon	Aphidoidea	include	FALSE
P13.2B_taxon	P13.2B	taxon	Apocrita	include	FALSE
P13.2B_taxon	P13.2B	taxon	Staphylinidae	include	FALSE
P13.2B_taxon	P13.2B	taxon	Coleoptera	include	FALSE
P13.2B_taxon	P13.2B	taxon	Diptera	include	FALSE
P13.2B_taxon	P13.2B	taxon	Thysanoptera	include	FALSE
P147.1A_taxon	P147.1A	taxon	Heteroptera	include	FALSE
P147.1A_taxon	P147.1A	taxon	Cicadomorpha	include	FALSE
P147.1A_taxon	P147.1A	taxon	Diptera	include	FALSE
P147.1A_taxon	P147.1A	taxon	Apocrita	include	FALSE
P147.1A_taxon	P147.1A	taxon	Aphidoidea	include	FALSE
P147.1A_taxon	P147.1A	taxon	Staphylinidae	include	FALSE
P147.1B_taxon	P147.1B	taxon	Staphylinidae	include	FALSE
P147.1B_taxon	P147.1B	taxon	Coleoptera	include	FALSE
P147.1B_taxon	P147.1B	taxon	Apocrita	include	FALSE
P147.1B_taxon	P147.1B	taxon	Diptera	include	FALSE
P147.1B_taxon	P147.1B	taxon	Heteroptera	include	FALSE
P147.1B_taxon	P147.1B	taxon	Cicadomorpha	include	FALSE
P147.1B_taxon	P147.1B	taxon	Aphidoidea	include	FALSE
P161.1A_taxon	P161.1A	taxon	Coleoptera	include	FALSE
P161.1A_taxon	P161.1A	taxon	Diptera	include	FALSE
P161.1A_taxon	P161.1A	taxon	Aphidoidea	include	FALSE
P161.1A_taxon	P161.1A	taxon	Apocrita	include	FALSE
P161.1A_taxon	P161.1A	taxon	Thysanoptera	include	FALSE
P177.1A_taxon	P177.1A	taxon	Diptera	include	FALSE
P177.1A_taxon	P177.1A	taxon	Staphylinidae	include	FALSE
P177.1A_taxon	P177.1A	taxon	Apocrita	include	FALSE
P177.1A_taxon	P177.1A	taxon	Aphidoidea	include	FALSE
P177.1B_taxon	P177.1B	taxon	Staphylinidae	include	FALSE
P177.1B_taxon	P177.1B	taxon	Coleoptera	include	FALSE
P177.1B_taxon	P177.1B	taxon	Diptera	include	FALSE
P177.1B_taxon	P177.1B	taxon	Nematocera	include	FALSE
P177.1B_taxon	P177.1B	taxon	Apocrita	include	FALSE
P177.1B_taxon	P177.1B	taxon	Cicadomorpha	include	FALSE
P177.1B_taxon	P177.1B	taxon	Aphidoidea	include	FALSE
P183.1A_taxon	P183.1A	taxon	Diptera	include	FALSE
P183.1A_taxon	P183.1A	taxon	Cicadomorpha	include	FALSE
P183.1A_taxon	P183.1A	taxon	Aphidoidea	include	FALSE
P183.1A_taxon	P183.1A	taxon	Staphylinidae	include	FALSE
P183.1A_taxon	P183.1A	taxon	Coleoptera	include	FALSE
P183.1A_taxon	P183.1A	taxon	Thysanoptera	include	FALSE
P183.1B_taxon	P183.1B	taxon	Diptera	include	FALSE
P183.1B_taxon	P183.1B	taxon	Cicadomorpha	include	FALSE
P183.1B_taxon	P183.1B	taxon	Aphidoidea	include	FALSE
P183.1B_taxon	P183.1B	taxon	Heteroptera	include	FALSE
P183.1B_taxon	P183.1B	taxon	Coleoptera	include	FALSE
P183.1B_taxon	P183.1B	taxon	Staphylinidae	include	FALSE
P183.1B_taxon	P183.1B	taxon	Apocrita	include	FALSE
P193.2B_taxon	P193.2B	taxon	Nematocera	include	FALSE
P193.2B_taxon	P193.2B	taxon	Aphidoidea	include	FALSE
P193.2B_taxon	P193.2B	taxon	Coleoptera	include	FALSE
P193.2B_taxon	P193.2B	taxon	Staphylinidae	include	FALSE
P193.2B_taxon	P193.2B	taxon	Diptera	include	FALSE
P193.2B_taxon	P193.2B	taxon	Apocrita	include	FALSE
P3.2B_taxon	P3.2B	taxon	Diptera	include	FALSE
P3.2B_taxon	P3.2B	taxon	Staphylinidae	include	FALSE
P3.2B_taxon	P3.2B	taxon	Coleoptera	include	FALSE
P3.2B_taxon	P3.2B	taxon	Apocrita	include	FALSE
P3.2B_taxon	P3.2B	taxon	Aphidoidea	include	FALSE
P32.1A_taxon	P32.1A	taxon	Apocrita	include	FALSE
P32.1A_taxon	P32.1A	taxon	Staphylinidae	include	FALSE
P32.1A_taxon	P32.1A	taxon	Coleoptera	include	FALSE
P32.1A_taxon	P32.1A	taxon	Heteroptera	include	FALSE
P32.1A_taxon	P32.1A	taxon	Aphidoidea	include	FALSE
P32.1B_taxon	P32.1B	taxon	Staphylinidae	include	FALSE
P32.1B_taxon	P32.1B	taxon	Coleoptera	include	FALSE
P32.1B_taxon	P32.1B	taxon	Apocrita	include	FALSE
P32.1B_taxon	P32.1B	taxon	Cicadomorpha	include	FALSE
P32.1B_taxon	P32.1B	taxon	Aphidoidea	include	FALSE
P32.1B_taxon	P32.1B	taxon	Thysanoptera	include	FALSE
P54.2A_taxon	P54.2A	taxon	Diptera	include	FALSE
P54.2A_taxon	P54.2A	taxon	Apocrita	include	FALSE
P54.2A_taxon	P54.2A	taxon	Thysanoptera	include	FALSE
P55.2B_taxon	P55.2B	taxon	Cicadomorpha	include	FALSE
P55.2B_taxon	P55.2B	taxon	Aphidoidea	include	FALSE
P55.2B_taxon	P55.2B	taxon	Staphylinidae	include	FALSE
P55.2B_taxon	P55.2B	taxon	Coleoptera	include	FALSE
P55.2B_taxon	P55.2B	taxon	Diptera	include	FALSE
P55.2B_taxon	P55.2B	taxon	Apocrita	include	FALSE
P55.2B_taxon	P55.2B	taxon	Thysanoptera	include	FALSE
P6.1A_taxon	P6.1A	taxon	Heteroptera	include	FALSE
P6.1A_taxon	P6.1A	taxon	Aphidoidea	include	FALSE
P6.1A_taxon	P6.1A	taxon	Staphylinidae	include	FALSE
P6.1A_taxon	P6.1A	taxon	Coleoptera	include	FALSE
P6.1A_taxon	P6.1A	taxon	Apocrita	include	FALSE
P6.1A_taxon	P6.1A	taxon	Diptera	include	FALSE
P6.2A_taxon	P6.2A	taxon	Coleoptera	include	FALSE
P6.2A_taxon	P6.2A	taxon	Aphidoidea	include	FALSE
P6.2A_taxon	P6.2A	taxon	Cicadomorpha	include	FALSE
P6.2A_taxon	P6.2A	taxon	Thysanoptera	include	FALSE
P64.2B_taxon	P64.2B	taxon	Staphylinidae	include	FALSE
P64.2B_taxon	P64.2B	taxon	Coleoptera	include	FALSE
P64.2B_taxon	P64.2B	taxon	Aphidoidea	include	FALSE
P64.2B_taxon	P64.2B	taxon	Cicadomorpha	include	FALSE
P64.2B_taxon	P64.2B	taxon	Heteroptera	include	FALSE
P64.2B_taxon	P64.2B	taxon	Apocrita	include	FALSE
P64.2B_taxon	P64.2B	taxon	Nematocera	include	FALSE
P64.2B_taxon	P64.2B	taxon	Diptera	include	FALSE
P7.1A_taxon	P7.1A	taxon	Symphyta	include	FALSE
P7.1A_taxon	P7.1A	taxon	Diptera	include	FALSE
P7.1A_taxon	P7.1A	taxon	Staphylinidae	include	FALSE
P7.1A_taxon	P7.1A	taxon	Coleoptera	include	FALSE
P7.1A_taxon	P7.1A	taxon	Aphidoidea	include	FALSE
P7.1A_taxon	P7.1A	taxon	Apocrita	include	FALSE
P73.1A_taxon	P73.1A	taxon	Cicadomorpha	include	FALSE
P73.1A_taxon	P73.1A	taxon	Aphidoidea	include	FALSE
P73.1A_taxon	P73.1A	taxon	Symphyta	include	FALSE
P73.1A_taxon	P73.1A	taxon	Apocrita	include	FALSE
P73.1A_taxon	P73.1A	taxon	Staphylinidae	include	FALSE
P73.1A_taxon	P73.1A	taxon	Coleoptera	include	FALSE
P73.1A_taxon	P73.1A	taxon	Diptera	include	FALSE
P73.1A_taxon	P73.1A	taxon	Nematocera	include	FALSE
P73.1A_taxon	P73.1A	taxon	Thysanoptera	include	FALSE
P73.1B_taxon	P73.1B	taxon	Staphylinidae	include	FALSE
P73.1B_taxon	P73.1B	taxon	Coleoptera	include	FALSE
P73.1B_taxon	P73.1B	taxon	Apocrita	include	FALSE
P73.1B_taxon	P73.1B	taxon	Diptera	include	FALSE
P73.1B_taxon	P73.1B	taxon	Nematocera	include	FALSE
P73.1B_taxon	P73.1B	taxon	Aphidoidea	include	FALSE
P73.2A_taxon	P73.2A	taxon	Thysanoptera	include	FALSE
P73.2A_taxon	P73.2A	taxon	Diptera	include	FALSE
P73.2A_taxon	P73.2A	taxon	Aphidoidea	include	FALSE
P73.2A_taxon	P73.2A	taxon	Apocrita	include	FALSE
P73.2A_taxon	P73.2A	taxon	Staphylinidae	include	FALSE
P73.2A_taxon	P73.2A	taxon	Heteroptera	include	FALSE
P73.2B_taxon	P73.2B	taxon	Thysanoptera	include	FALSE
P73.2B_taxon	P73.2B	taxon	Cicadomorpha	include	FALSE
P73.2B_taxon	P73.2B	taxon	Aphidoidea	include	FALSE
P73.2B_taxon	P73.2B	taxon	Coleoptera	include	FALSE
P73.2B_taxon	P73.2B	taxon	Staphylinidae	include	FALSE
P73.2B_taxon	P73.2B	taxon	Diptera	include	FALSE
P81.1A_taxon	P81.1A	taxon	Coleoptera	include	FALSE
P81.1A_taxon	P81.1A	taxon	Diptera	include	FALSE
P81.1A_taxon	P81.1A	taxon	Apocrita	include	FALSE
P81.1A_taxon	P81.1A	taxon	Aphidoidea	include	FALSE
P81.1A_taxon	P81.1A	taxon	Staphylinidae	include	FALSE
P81.1B_taxon	P81.1B	taxon	Staphylinidae	include	FALSE
P81.1B_taxon	P81.1B	taxon	Coleoptera	include	FALSE
P81.1B_taxon	P81.1B	taxon	Diptera	include	FALSE
P81.1B_taxon	P81.1B	taxon	Aphidoidea	include	FALSE
P81.1B_taxon	P81.1B	taxon	Heteroptera	include	FALSE
P81.1B_taxon	P81.1B	taxon	Apocrita	include	FALSE
P85.2A_taxon	P85.2A	taxon	Diptera	include	FALSE
P85.2A_taxon	P85.2A	taxon	Apocrita	include	FALSE
P85.2A_taxon	P85.2A	taxon	Aphidoidea	include	FALSE
P85.2A_taxon	P85.2A	taxon	Coleoptera	include	FALSE
P93.2A_taxon	P93.2A	taxon	Coleoptera	include	FALSE
P93.2A_taxon	P93.2A	taxon	Staphylinidae	include	FALSE
P93.2A_taxon	P93.2A	taxon	Diptera	include	FALSE
P93.2A_taxon	P93.2A	taxon	Apocrita	include	FALSE
P93.2A_taxon	P93.2A	taxon	Aphidoidea	include	FALSE
P93.2B_taxon	P93.2B	taxon	Heteroptera	include	FALSE
P93.2B_taxon	P93.2B	taxon	Coleoptera	include	FALSE
P93.2B_taxon	P93.2B	taxon	Diptera	include	FALSE
P93.2B_taxon	P93.2B	taxon	Staphylinidae	include	FALSE
P93.2B_taxon	P93.2B	taxon	Aphidoidea	include	FALSE
P195.1B_taxon	P195.1B	taxon	Ephemeroptera	include	FALSE
P195.1B_taxon	P195.1B	taxon	Diptera	include	FALSE
P196.1B_taxon	P196.1B	taxon	Neuroptera	include	FALSE
P196.1B_taxon	P196.1B	taxon	Coccinellidae	include	FALSE
